Year,Month,Ocean,Temperature,Salinity,Depth_m
2021,Mar,Indian,15.18,30.8,100
2023,Dec,Pacific,29.36,36.61,50
2023,Jun,Atlantic,18.58,33.99,200
2022,Jul,Pacific,18.92,35.02,100
2022,Feb,Atlantic,29.91,35.51,10
2022,Nov,Atlantic,1.08,31.65,10
2023,Jul,Atlantic,26.14,30.86,0
2022,Oct,Pacific,23.73,35.92,0
2023,Jun,Pacific,1.42,32.16,200
2019,Feb,Indian,13.26,30.83,200
2021,Feb,Pacific,15.52,33.83,10
2018,Jun,Pacific,0.98,33.76,50
2021,Mar,Atlantic,13.44,35.15,50
2022,Jun,Indian,26.41,32.14,0
2021,Sep,Indian,0.85,36.89,50
2022,Oct,Pacific,24.84,32.0,10
2021,Dec,Pacific,25.16,35.08,200
2020,Jan,Pacific,0.08,35.28,10
2021,Mar,Pacific,27.27,35.22,0
2018,Feb,Pacific,21.46,32.48,50
2018,Nov,Indian,28.2,34.79,100
2021,Mar,Indian,27.87,30.58,200
2023,Feb,Indian,7.45,36.04,100
2023,Mar,Atlantic,15.53,36.0,200
2023,Dec,Atlantic,14.68,30.03,100
2021,Apr,Pacific,21.27,34.48,50
2023,Jul,Atlantic,17.46,31.53,200
2019,Feb,Indian,28.92,35.57,0
2021,Feb,Pacific,15.14,32.38,10
2018,Feb,Atlantic,11.21,33.31,10
2023,Jun,Indian,29.76,34.61,50
2020,Aug,Pacific,17.81,30.98,100
2023,Apr,Pacific,12.28,32.1,50
2018,Dec,Indian,10.61,36.55,200
2019,Oct,Indian,21.23,32.94,50
2021,Mar,Atlantic,26.68,34.96,0
2023,Sep,Indian,5.31,33.3,100
2020,Jan,Indian,11.18,34.25,100
2018,Oct,Indian,1.97,35.78,200
2020,Feb,Pacific,8.22,32.15,10
2022,Dec,Indian,27.53,33.46,50
2018,Jul,Indian,19.35,33.15,10
2022,Dec,Pacific,27.36,35.47,0
2020,Mar,Pacific,16.72,32.96,50
2021,Dec,Pacific,29.61,36.16,200
2021,Sep,Pacific,19.07,33.3,10
2021,Jan,Pacific,21.63,32.23,0
2022,Dec,Indian,25.9,31.83,100
2021,Sep,Indian,10.64,34.28,10
2019,Jun,Atlantic,8.89,31.01,200
2018,Jan,Indian,5.19,30.67,200
2018,Sep,Pacific,21.19,34.71,50
2020,Sep,Indian,24.56,36.45,50
2023,Oct,Indian,11.66,32.85,200
2022,Nov,Atlantic,0.03,31.54,50
2018,May,Pacific,27.24,33.65,100
2022,Jul,Indian,21.7,30.92,10
2020,Mar,Atlantic,26.57,34.31,200
2021,Aug,Indian,26.33,32.87,100
2023,Mar,Indian,14.75,35.54,50
2020,Oct,Indian,22.64,30.68,0
2019,Jul,Atlantic,25.43,31.84,100
2021,Apr,Indian,1.31,35.55,100
2021,May,Indian,24.35,36.08,100
2021,Jul,Atlantic,15.01,35.81,50
2020,Feb,Pacific,10.67,31.83,50
2019,Apr,Pacific,5.14,31.39,100
2023,Jul,Indian,6.75,32.31,100
2022,Mar,Atlantic,23.87,36.23,10
2020,Apr,Indian,25.92,35.13,100
2018,Oct,Indian,28.89,33.16,50
2018,Dec,Atlantic,4.4,32.8,10
2020,Aug,Pacific,15.46,34.95,200
2022,Mar,Atlantic,27.51,35.56,200
2018,Dec,Atlantic,6.61,32.96,10
2022,Sep,Indian,7.27,34.19,100
2021,May,Atlantic,16.28,34.7,100
2020,Feb,Atlantic,17.13,32.47,10
2021,Aug,Indian,5.75,36.25,100
2018,Oct,Atlantic,15.57,32.59,200
2022,Aug,Atlantic,27.35,31.29,200
2021,Jan,Atlantic,17.52,31.76,200
2018,Sep,Pacific,23.56,36.39,50
2019,Feb,Atlantic,23.23,33.53,100
2021,Apr,Atlantic,11.57,32.29,10
2019,Jun,Atlantic,23.64,30.98,100
2019,Sep,Indian,24.86,30.61,200
2023,Jan,Indian,12.73,34.04,100
2018,Sep,Indian,23.59,33.74,10
2020,Aug,Indian,29.8,34.45,0
2022,Dec,Pacific,18.91,30.89,10
2018,Jul,Indian,7.47,35.01,100
2023,Feb,Indian,25.15,30.94,50
2023,Jul,Atlantic,3.6,32.54,100
2021,Feb,Atlantic,15.01,32.53,200
2022,Sep,Indian,26.94,36.43,10
2023,Dec,Indian,19.44,32.3,0
2020,Apr,Atlantic,29.16,32.67,50
2018,Feb,Indian,11.78,33.0,0
2020,May,Pacific,15.83,32.97,50
2021,Sep,Atlantic,10.93,35.71,200
2018,Apr,Indian,19.62,33.18,100
2021,May,Atlantic,9.12,30.73,100
2022,Aug,Indian,8.14,32.42,50
2022,Mar,Pacific,22.18,32.69,50
2020,Jun,Pacific,29.27,33.06,0
2020,Jan,Pacific,5.13,35.85,200
2022,Mar,Atlantic,26.2,36.15,200
2019,Aug,Indian,28.09,36.32,200
2022,Oct,Atlantic,23.08,30.4,100
2018,Oct,Atlantic,11.82,34.08,50
2021,Jun,Atlantic,1.87,30.47,100
2022,Oct,Pacific,0.9,35.94,0
2022,Apr,Pacific,17.87,33.08,100
2023,Dec,Indian,23.64,36.03,50
2021,Aug,Pacific,9.14,32.57,50
2023,Mar,Indian,13.35,35.39,10
2021,Feb,Indian,7.52,30.19,100
2018,Oct,Pacific,24.37,31.63,100
2021,Aug,Pacific,23.99,30.33,0
2020,Dec,Pacific,22.01,35.24,10
2022,Apr,Indian,25.39,31.77,50
2021,Dec,Atlantic,4.65,32.05,10
2018,Sep,Indian,13.38,35.7,100
2021,Nov,Indian,24.47,34.78,100
2022,Mar,Atlantic,28.68,36.72,200
2019,Sep,Indian,24.17,35.42,50
2021,Oct,Indian,26.81,34.52,50
2020,Jun,Pacific,0.58,30.43,50
2022,May,Pacific,22.74,35.81,100
2018,Feb,Atlantic,4.23,32.94,200
2022,Dec,Pacific,22.31,35.47,10
2023,Nov,Pacific,2.15,30.85,100
2019,Jun,Pacific,8.85,33.25,0
2018,Apr,Atlantic,20.48,35.95,50
2019,May,Atlantic,5.81,32.25,10
2019,Nov,Pacific,23.54,30.61,0
2020,Jun,Indian,2.67,36.83,0
2021,Jul,Atlantic,24.85,33.2,100
2020,Apr,Atlantic,17.1,36.27,0
2020,Nov,Indian,0.56,33.84,50
2023,Aug,Indian,7.61,31.37,100
2020,May,Pacific,14.47,33.04,100
2018,Jul,Indian,19.28,35.98,0
2021,Jun,Indian,20.21,32.5,50
2021,Nov,Indian,26.85,34.61,100
2018,Nov,Pacific,13.14,34.99,100
2020,May,Pacific,0.38,33.11,100
2020,Jul,Pacific,8.0,34.57,0
2019,Nov,Pacific,2.79,34.41,50
2019,Apr,Atlantic,25.15,34.87,100
2023,Jul,Pacific,4.5,32.53,0
2022,Mar,Pacific,10.75,33.48,10
2019,Aug,Indian,4.36,32.92,10
2021,Oct,Pacific,15.5,30.12,100
2018,Apr,Pacific,5.87,33.3,50
2020,Apr,Indian,22.92,31.15,0
2022,Dec,Pacific,14.73,36.78,100
2019,Jan,Indian,14.88,32.52,50
2022,Aug,Atlantic,28.54,32.87,100
2018,May,Indian,9.64,30.85,50
2018,Sep,Indian,11.42,35.73,0
2022,Mar,Atlantic,17.76,36.47,50
2022,May,Indian,10.24,33.39,0
2023,Dec,Indian,24.87,30.7,10
2022,Dec,Atlantic,16.4,30.26,0
2020,Apr,Indian,0.08,31.44,0
2021,Dec,Atlantic,9.66,32.88,50
2019,Nov,Atlantic,14.97,31.39,200
2019,Jul,Atlantic,23.42,30.66,100
2019,Oct,Pacific,22.22,34.93,100
2022,May,Atlantic,20.1,34.0,0
2022,Feb,Indian,25.02,30.06,200
2023,Jun,Pacific,6.43,33.6,200
2022,Apr,Indian,13.79,36.42,0
2023,Jun,Atlantic,16.22,35.88,10
2023,Jan,Pacific,29.21,31.15,0
2020,Nov,Indian,29.29,31.15,50
2020,Dec,Pacific,14.92,34.86,10
2020,Jan,Pacific,4.26,33.84,0
2020,Apr,Atlantic,26.63,30.57,200
2018,Jul,Pacific,0.8,32.87,50
2020,Nov,Indian,13.56,36.05,50
2020,Jul,Pacific,14.95,35.35,200
2020,Jan,Pacific,4.41,34.98,200
2023,May,Atlantic,11.15,32.11,10
2019,Jun,Atlantic,20.15,34.78,100
2019,May,Atlantic,20.96,34.85,10
2019,Jul,Atlantic,23.36,34.96,0
2021,Jun,Atlantic,17.2,30.34,10
2018,May,Pacific,8.81,35.22,200
2023,May,Atlantic,0.37,32.02,0
2022,Sep,Pacific,18.18,36.4,0
2023,Mar,Atlantic,16.89,36.58,50
2020,Sep,Atlantic,19.01,31.93,10
2019,Nov,Indian,27.92,31.09,10
2023,Feb,Atlantic,7.13,34.85,0
2018,Oct,Atlantic,21.2,30.18,100
2020,Jul,Pacific,6.01,35.79,50
2021,Jun,Pacific,23.58,35.08,50
2022,Aug,Atlantic,0.92,32.28,200
2020,Sep,Atlantic,8.07,33.21,10
2022,Jun,Indian,7.74,36.79,50
2023,Feb,Indian,25.46,36.56,100
2020,Oct,Pacific,16.43,33.53,0
2021,Dec,Pacific,12.4,35.85,50
2023,Apr,Pacific,7.33,30.66,100
2018,Mar,Pacific,9.68,31.23,10
2022,Mar,Pacific,21.64,33.56,50
2022,May,Indian,25.51,34.54,10
2018,Oct,Indian,2.76,34.01,10
2022,Jan,Pacific,0.44,31.13,200
2023,Sep,Indian,16.47,36.76,200
2019,Apr,Indian,25.13,35.85,0
2018,Jul,Pacific,0.68,34.0,100
2021,Jul,Atlantic,17.36,31.0,100
2020,Jul,Pacific,24.44,36.55,50
2020,Nov,Pacific,3.4,33.99,0
2018,May,Pacific,10.86,31.92,10
2019,Apr,Indian,3.02,33.22,10
2023,Apr,Pacific,1.15,31.75,0
2021,May,Atlantic,14.82,31.18,10
2020,Jun,Pacific,19.94,34.45,0
2020,Oct,Pacific,27.67,31.2,50
2023,Jul,Atlantic,9.26,31.72,200
2019,May,Indian,7.82,32.41,50
2022,Dec,Indian,18.69,36.22,50
2018,Dec,Pacific,28.42,36.26,10
2019,Sep,Atlantic,5.57,31.98,10
2019,Sep,Indian,3.56,31.67,200
2019,Jan,Indian,25.3,34.94,50
2019,May,Atlantic,4.02,33.95,0
2022,Feb,Atlantic,13.05,34.21,10
2023,Apr,Atlantic,23.44,36.77,50
2021,Nov,Indian,11.26,36.11,100
2019,Jul,Pacific,19.48,33.26,100
2019,Oct,Atlantic,23.78,35.15,100
2018,Jun,Pacific,16.2,34.15,50
2020,Jul,Atlantic,6.0,36.55,100
2022,Mar,Atlantic,6.76,32.63,200
2019,May,Atlantic,29.51,34.59,10
2021,Jun,Atlantic,24.34,33.83,100
2021,Nov,Pacific,9.58,34.77,50
2021,Jun,Indian,5.35,30.34,10
2018,Jun,Indian,8.43,33.84,10
2021,Sep,Pacific,24.63,34.49,0
2023,Jun,Atlantic,17.86,36.22,0
2018,Dec,Atlantic,20.71,35.67,200
2022,Feb,Indian,19.7,34.53,0
2021,Sep,Pacific,25.64,35.61,200
2020,Apr,Pacific,29.64,34.11,50
2019,Jul,Indian,18.92,34.24,100
2022,Jun,Atlantic,18.14,32.39,10
2023,Sep,Atlantic,3.37,33.56,50
2020,Oct,Atlantic,27.65,30.93,0
2022,Mar,Indian,1.88,33.5,0
2023,Aug,Indian,20.33,32.52,10
2021,May,Indian,22.28,31.81,10
2022,Jun,Atlantic,9.97,35.35,50
2022,Mar,Pacific,3.11,32.77,100
2022,Mar,Atlantic,12.75,34.18,200
2018,Jul,Indian,7.2,32.19,200
2020,Jun,Indian,17.82,32.99,100
2023,Feb,Indian,1.05,31.55,200
2021,Oct,Indian,1.44,33.24,100
2019,Dec,Indian,17.18,34.62,0
2021,Aug,Pacific,4.14,32.86,50
2021,Dec,Indian,10.78,33.2,50
2018,May,Pacific,26.25,32.91,200
2018,Jul,Indian,0.74,33.92,100
2022,Mar,Pacific,4.49,32.49,50
2021,Oct,Atlantic,27.16,30.36,100
2020,May,Atlantic,11.41,35.35,10
2018,Dec,Atlantic,11.0,31.85,0
2023,Mar,Pacific,16.6,34.28,10
2018,Dec,Pacific,13.19,35.93,10
2020,Mar,Indian,23.23,34.98,100
2018,Dec,Atlantic,8.43,32.24,100
2020,Jan,Indian,4.54,33.67,100
2019,Nov,Atlantic,16.64,33.2,200
2020,Mar,Indian,14.12,30.99,0
2019,Jul,Atlantic,10.79,32.28,100
2023,Nov,Atlantic,11.33,32.79,10
2022,Sep,Pacific,27.31,30.8,100
2022,Jan,Pacific,23.81,31.13,10
2018,Apr,Pacific,6.0,33.62,50
2020,Oct,Indian,13.29,36.3,200
2018,Jul,Indian,22.6,34.68,0
2020,Jun,Indian,15.56,34.36,100
2018,Apr,Indian,28.01,32.7,200
2022,Nov,Indian,21.34,33.22,50
2023,Mar,Pacific,4.21,31.3,0
2022,Jun,Indian,11.98,36.81,10
2018,Apr,Atlantic,25.71,35.32,10
2020,May,Indian,12.03,30.41,200
2021,Feb,Atlantic,15.29,31.35,200
2023,Sep,Pacific,24.45,34.17,10
2020,Feb,Indian,0.6,36.79,10
2018,Apr,Indian,2.33,33.7,10
2020,Aug,Atlantic,7.95,36.31,0
2019,Jul,Pacific,22.98,32.65,0
2020,Apr,Pacific,8.28,31.95,100
2022,Aug,Atlantic,12.42,36.67,50
2022,Nov,Pacific,10.32,31.2,10
2019,Jun,Indian,24.01,35.15,10
2023,Aug,Pacific,18.2,32.97,0
2020,Apr,Pacific,6.52,31.21,0
2023,May,Indian,26.5,32.75,10
2021,Apr,Atlantic,0.33,36.83,10
2020,Jul,Pacific,12.54,31.54,200
2022,Apr,Indian,23.9,36.88,100
2022,May,Indian,13.8,36.14,10
2023,Sep,Indian,8.44,33.3,200
2018,Aug,Atlantic,27.56,34.19,10
2022,Feb,Pacific,20.04,30.94,50
2018,Jul,Pacific,16.25,36.04,200
2022,Dec,Atlantic,27.82,31.71,0
2022,Feb,Atlantic,27.27,33.21,100
2021,Oct,Indian,10.37,36.42,0
2018,Mar,Atlantic,10.48,31.04,50
2018,Jan,Atlantic,8.82,36.71,50
2022,Feb,Pacific,8.5,33.46,10
2018,Mar,Pacific,4.3,34.09,50
2022,May,Pacific,19.22,36.38,50
2022,Jun,Indian,8.99,30.5,100
2023,Jul,Indian,13.45,34.49,200
2020,May,Indian,14.3,33.13,100
2018,May,Indian,20.1,30.85,200
2019,Nov,Pacific,24.75,33.37,200
2023,Aug,Pacific,29.07,30.91,10
2018,Jan,Atlantic,13.18,33.13,200
2018,Sep,Indian,25.61,30.02,10
2021,Mar,Atlantic,15.99,36.13,200
2019,Nov,Indian,28.03,33.8,0
2019,Jun,Indian,22.81,36.69,10
2021,Apr,Indian,20.57,32.9,0
2021,Feb,Pacific,12.53,36.49,10
2018,Jun,Indian,9.11,33.79,100
2020,Oct,Atlantic,24.21,30.06,0
2021,Aug,Atlantic,17.42,33.89,100
2019,Apr,Pacific,2.34,32.66,10
2019,Aug,Indian,13.05,36.42,10
2018,Jul,Pacific,4.35,36.18,100
2020,Jan,Atlantic,0.83,34.5,200
2022,May,Indian,29.76,32.87,100
2021,Aug,Pacific,16.27,36.33,0
2021,Jun,Indian,24.37,31.06,10
2018,Sep,Atlantic,13.51,30.46,50
2023,Nov,Indian,19.05,33.99,10
2023,Jul,Indian,29.71,33.59,50
2020,Feb,Pacific,19.64,36.32,100
2019,Jan,Pacific,4.88,31.57,0
2019,Dec,Indian,23.6,30.55,100
2022,Sep,Indian,27.88,34.78,200
2019,May,Atlantic,9.67,30.61,10
2023,Feb,Atlantic,6.71,32.99,50
2023,Nov,Atlantic,7.94,35.25,100
2021,Apr,Pacific,5.01,36.31,50
2022,Oct,Atlantic,6.35,34.49,0
2020,Dec,Pacific,20.65,30.32,10
2022,Jun,Atlantic,11.05,32.14,10
2020,Sep,Atlantic,26.59,30.49,0
2023,Aug,Atlantic,10.76,30.04,0
2019,Jun,Indian,27.55,36.98,10
2018,Apr,Indian,3.99,30.92,10
2022,Oct,Atlantic,1.01,34.59,10
2022,May,Indian,23.49,31.93,0
2021,Nov,Pacific,23.03,34.93,10
2021,Nov,Pacific,20.94,31.3,0
2023,Apr,Indian,12.64,31.96,200
2020,Apr,Atlantic,5.99,36.33,100
2018,Aug,Indian,6.91,35.62,100
2021,Apr,Indian,24.03,34.61,0
2021,Nov,Pacific,28.23,33.25,100
2019,Mar,Atlantic,28.54,34.46,10
2019,Feb,Pacific,11.23,34.07,10
2023,Oct,Indian,19.56,31.32,100
2023,Jan,Indian,9.24,36.84,0
2021,May,Atlantic,25.59,31.94,50
2020,Apr,Atlantic,17.78,30.32,50
2018,Oct,Pacific,25.83,32.43,200
2021,Sep,Atlantic,22.38,33.83,10
2020,Sep,Atlantic,7.39,30.49,100
2020,Nov,Indian,0.92,34.13,0
2021,May,Indian,29.5,32.0,0
2020,May,Indian,13.64,30.57,200
2022,Jun,Atlantic,8.24,33.3,50
2020,Apr,Atlantic,24.35,34.67,10
2021,Jun,Indian,5.14,34.53,100
2020,Aug,Atlantic,15.21,32.02,200
2021,Dec,Indian,12.58,32.4,50
2019,May,Atlantic,3.8,35.92,100
2021,Aug,Indian,20.26,31.02,50
2020,Aug,Pacific,26.49,35.69,10
2021,Mar,Atlantic,27.86,30.83,100
2018,Jun,Pacific,16.68,31.58,100
2021,Jan,Indian,0.44,31.88,200
2021,May,Pacific,11.6,34.84,100
2018,Jul,Atlantic,16.49,34.45,10
2018,May,Pacific,29.05,32.09,50
2018,Mar,Indian,13.32,32.27,100
2023,Feb,Pacific,10.57,30.6,50
2022,Dec,Indian,27.69,33.94,50
2023,Feb,Indian,13.25,32.67,0
2021,Sep,Pacific,28.68,34.69,0
2023,Feb,Indian,9.54,36.83,200
2023,Jul,Indian,22.37,36.67,200
2018,Sep,Atlantic,25.3,31.28,0
2018,Dec,Indian,26.61,33.4,50
2019,Mar,Pacific,8.91,32.68,200
2023,Jul,Indian,29.52,30.41,100
2022,Jan,Atlantic,22.28,33.2,50
2021,Dec,Indian,4.54,32.59,200
2020,Jun,Indian,22.79,30.51,200
2022,Nov,Indian,25.02,32.68,10
2022,Feb,Indian,5.46,30.19,200
2019,Oct,Atlantic,5.1,34.54,10
2021,Jan,Indian,3.93,36.63,200
2021,May,Indian,14.88,31.63,50
2018,Jun,Indian,21.5,33.61,50
2018,Nov,Pacific,11.37,34.23,10
2022,Feb,Indian,1.74,31.69,200
2019,Apr,Atlantic,10.79,32.11,0
2021,Mar,Indian,21.06,31.98,0
2019,Jan,Atlantic,2.93,34.79,100
2020,Jan,Pacific,16.7,35.08,10
2021,Mar,Atlantic,18.11,34.24,50
2018,Dec,Indian,19.53,34.82,10
2022,Feb,Atlantic,10.38,36.95,0
2019,Feb,Pacific,27.82,35.43,100
2018,Dec,Indian,29.85,34.99,10
2022,Oct,Pacific,25.11,35.91,10
2018,May,Indian,3.27,35.52,50
2021,May,Pacific,8.04,34.37,10
2019,Dec,Indian,6.04,32.91,200
2020,Jul,Pacific,1.59,33.0,50
2023,May,Pacific,26.89,34.44,10
2018,Mar,Atlantic,5.65,36.27,10
2023,Oct,Atlantic,11.29,34.11,50
2019,Jun,Indian,11.25,34.9,50
2021,Mar,Indian,23.32,34.08,0
2018,Dec,Pacific,13.44,34.9,0
2021,Aug,Atlantic,11.13,35.97,50
2020,Jun,Indian,7.96,36.87,100
2020,Jul,Atlantic,15.81,34.32,200
2022,Mar,Indian,3.43,34.95,10
2022,Nov,Atlantic,18.51,35.41,50
2022,Jul,Indian,24.7,35.14,0
2021,Sep,Atlantic,27.82,36.66,10
2022,Aug,Pacific,18.94,35.46,10
2019,Nov,Indian,24.66,30.67,0
2023,Feb,Atlantic,6.79,30.15,10
2023,Oct,Pacific,15.43,32.99,100
2021,Oct,Indian,8.52,36.2,0
2021,Feb,Atlantic,29.99,30.12,100
2022,Jul,Indian,11.27,31.49,100
2023,Oct,Indian,6.69,36.62,200
2023,Dec,Pacific,23.16,33.03,10
2022,Apr,Indian,13.78,31.9,100
2021,Sep,Atlantic,3.81,34.79,100
2020,Jun,Indian,23.65,36.38,50
2020,Sep,Indian,14.47,34.87,200
2022,Nov,Pacific,23.67,35.64,200
2020,Mar,Pacific,22.54,30.32,200
2019,Jun,Atlantic,17.11,36.19,10
2019,Jun,Pacific,21.6,33.12,0
2019,Aug,Pacific,25.69,34.76,10
2021,Jul,Atlantic,13.46,32.54,10
2021,Mar,Indian,28.68,33.43,200
2021,Jan,Indian,5.46,34.86,0
2021,Feb,Indian,29.09,30.67,0
2021,Nov,Atlantic,7.0,32.72,200
2022,Oct,Atlantic,15.21,36.52,50
2020,Feb,Atlantic,14.1,36.41,100
2022,Jan,Pacific,1.81,30.88,0
2020,Apr,Atlantic,5.73,34.56,50
2022,Jun,Pacific,24.9,33.06,200
2019,Apr,Indian,8.28,32.35,50
2018,Apr,Pacific,0.19,33.11,50
2021,Nov,Pacific,24.74,35.88,0
2018,Sep,Pacific,28.56,30.4,0
2018,Feb,Atlantic,15.96,34.13,50
2019,Jan,Atlantic,17.93,32.69,10
2018,Jul,Indian,3.4,35.3,50
2018,May,Pacific,28.42,35.75,0
2019,May,Pacific,6.36,32.48,10
2020,Feb,Pacific,16.48,33.22,10
2022,Jun,Pacific,28.95,32.87,10
2023,May,Atlantic,13.43,33.09,200
2018,May,Pacific,2.79,35.86,10
2021,Jun,Atlantic,6.46,33.41,200
2019,Feb,Indian,2.14,30.57,200
2018,May,Indian,12.12,35.91,50
2023,Nov,Atlantic,17.67,33.74,0
2020,Jan,Atlantic,13.47,30.86,200
2020,Aug,Pacific,10.33,32.06,100
2023,Jan,Pacific,4.99,34.31,100
2021,Jul,Pacific,20.97,34.72,0
2018,Jun,Pacific,28.95,36.44,200
2021,Aug,Indian,9.91,35.29,50
2020,May,Pacific,15.63,32.91,50
2020,Nov,Pacific,4.95,35.43,100
2022,Jun,Atlantic,2.24,35.33,10
2020,Apr,Indian,5.01,35.94,100
2019,Oct,Atlantic,2.76,33.13,50
2022,Oct,Pacific,18.51,33.27,100
2021,Jan,Indian,19.66,32.16,10
2020,Nov,Pacific,29.96,30.96,50
2023,Jul,Pacific,29.75,31.66,0
2019,Feb,Indian,13.25,35.49,0
2022,Jan,Atlantic,6.88,31.84,10
2019,Jan,Atlantic,14.72,33.12,100
2022,Jan,Pacific,26.93,30.29,0
2022,Feb,Atlantic,20.46,33.51,0
2022,Dec,Indian,18.57,34.1,0
2023,Jan,Atlantic,20.87,31.02,50
2021,Apr,Indian,4.58,31.86,50
2022,Dec,Indian,11.44,30.94,10
2022,Oct,Indian,5.77,31.23,200
2019,Oct,Pacific,28.48,36.85,100
2022,Nov,Indian,5.84,34.75,50
2021,Jul,Indian,5.45,33.61,50
2023,Oct,Atlantic,27.19,34.88,100
2023,Mar,Pacific,28.47,34.39,200
2019,Sep,Atlantic,21.36,33.33,100
2022,Feb,Indian,29.95,31.82,50
2019,Feb,Pacific,1.51,32.81,50
2023,Jul,Atlantic,21.58,32.01,50
2021,Sep,Atlantic,5.62,33.08,100
2019,Jun,Pacific,11.29,33.06,200
2021,Nov,Pacific,8.82,36.86,50
2020,Jan,Indian,26.07,30.94,10
2022,Jun,Atlantic,3.52,35.39,10
2021,Apr,Atlantic,9.27,35.34,200
2022,May,Atlantic,22.69,33.73,50
2021,Apr,Pacific,22.45,35.36,0
2018,Mar,Indian,16.24,34.98,200
2018,Feb,Indian,24.39,35.12,50
2018,Feb,Atlantic,2.55,34.16,0
2021,Oct,Atlantic,0.15,31.41,10
2023,Nov,Indian,3.1,36.75,50
2023,Apr,Pacific,24.55,34.53,10
2022,Mar,Indian,14.87,36.81,10
2018,Nov,Pacific,11.53,30.43,10
2022,Dec,Pacific,7.03,33.48,10
2021,Jun,Pacific,3.89,35.6,10
2022,Oct,Atlantic,17.38,33.23,0
2022,Mar,Indian,19.21,33.29,0
2018,Mar,Pacific,1.5,30.37,0
2023,Apr,Indian,2.19,33.31,0
2019,May,Pacific,21.86,36.29,0
2020,Nov,Atlantic,13.06,36.67,10
2021,Sep,Indian,9.49,32.52,10
2021,Nov,Pacific,14.51,31.97,200
2021,May,Pacific,5.85,34.36,10
2020,Jan,Pacific,0.78,36.15,10
2019,Sep,Pacific,10.44,36.94,50
2023,Feb,Pacific,9.81,34.04,100
2022,Apr,Atlantic,12.07,36.21,50
2023,Oct,Indian,15.12,34.12,100
2021,Jun,Atlantic,24.0,31.75,10
2022,Sep,Atlantic,27.15,33.38,10
2018,Feb,Indian,5.33,36.14,100
2023,Sep,Atlantic,11.93,35.49,10
2018,Sep,Pacific,0.71,36.04,100
2018,Jan,Indian,19.38,34.59,0
2023,Dec,Indian,10.44,35.3,10
2021,Dec,Atlantic,12.95,31.44,0
2020,Nov,Indian,2.0,33.09,10
2021,Jun,Indian,25.29,35.16,200
2018,Dec,Atlantic,21.97,31.67,0
2018,Jun,Indian,4.86,36.43,50
2021,Sep,Pacific,0.17,30.1,10
2020,Jun,Atlantic,3.5,31.68,50
2020,Feb,Pacific,14.74,34.74,200
2022,Aug,Atlantic,24.36,32.27,50
2019,Jan,Indian,21.59,30.83,10
2018,May,Pacific,19.15,30.73,200
2020,Oct,Pacific,23.97,30.3,100
2023,Mar,Atlantic,15.35,32.78,100
2018,Nov,Atlantic,19.97,35.34,100
2019,Jun,Pacific,25.05,34.64,200
2023,Dec,Pacific,16.63,32.6,10
2018,May,Pacific,18.16,30.37,10
2020,Dec,Indian,18.67,32.03,10
2022,Dec,Pacific,27.87,31.14,200
2021,Oct,Indian,13.65,31.86,0
2023,Apr,Atlantic,2.72,31.73,100
2021,Mar,Atlantic,26.12,36.33,0
2020,Jan,Pacific,1.68,31.9,0
2020,Aug,Pacific,1.38,31.71,0
2023,Nov,Pacific,5.86,35.16,10
2019,May,Pacific,2.2,34.98,50
2023,Aug,Atlantic,15.65,33.83,100
2018,Sep,Indian,26.28,30.12,10
2019,Aug,Atlantic,7.32,33.2,100
2021,Jun,Pacific,1.5,36.81,10
2018,Oct,Atlantic,7.56,33.72,200
2019,Aug,Atlantic,8.71,30.08,10
2021,May,Pacific,25.98,32.34,200
2018,Sep,Pacific,19.72,35.8,0
2022,Jun,Indian,4.45,35.58,50
2023,Feb,Pacific,8.68,33.14,50
2023,Jul,Atlantic,18.9,35.64,0
2023,Jan,Indian,1.6,34.48,0
2022,Oct,Indian,20.37,36.25,50
2019,Dec,Pacific,26.23,33.94,10
2020,Jan,Pacific,26.02,36.75,10
2018,Dec,Indian,1.77,36.77,200
2019,Aug,Pacific,24.25,33.64,0
2020,Dec,Pacific,15.04,34.2,10
2023,May,Pacific,15.01,32.29,10
2023,Nov,Indian,17.35,31.79,10
2023,Oct,Pacific,12.25,32.17,50
2020,Sep,Pacific,21.42,36.72,100
2018,Dec,Pacific,9.66,35.27,0
2018,Jun,Indian,22.42,36.99,0
2020,Jan,Atlantic,27.79,32.05,200
2021,Jun,Indian,3.85,34.22,50
2023,Jan,Indian,13.35,31.62,50
2019,May,Pacific,0.56,36.58,10
2018,Mar,Indian,13.21,33.46,0
2020,Dec,Pacific,13.12,30.88,100
2021,Oct,Pacific,21.79,30.98,100
2022,Oct,Atlantic,10.63,33.36,0
2020,Sep,Pacific,26.6,33.83,100
2021,Jan,Indian,11.97,34.81,200
2022,Jun,Pacific,16.58,36.2,100
2021,Mar,Indian,7.79,32.6,50
2018,Sep,Indian,4.68,34.38,0
2020,Feb,Indian,19.73,33.24,50
2022,Dec,Pacific,12.62,32.22,10
2021,Nov,Atlantic,18.52,30.75,50
2022,Jul,Atlantic,18.26,33.01,100
2019,Sep,Indian,14.68,34.8,0
2020,Mar,Pacific,9.06,30.61,100
2018,Mar,Pacific,5.91,31.6,200
2022,Mar,Indian,5.47,36.06,10
2023,Jan,Atlantic,16.12,30.23,0
2021,Sep,Indian,8.9,34.05,0
2023,Sep,Pacific,16.77,31.58,100
2022,Jun,Pacific,23.89,35.06,50
